feedback_id,date,feedback,sentiment
fb_1073,2025-03-26 07:06:01.026996,"Great experience, will buy again.",Positive
fb_1074,2025-07-14 20:06:01.026996,My order arrived late and was damaged.,Negative
fb_1075,2025-09-23 14:06:01.026996,,Positive
fb_1076,2025-04-27 02:06:01.026996,The app is so easy to use and very fast.,Positive
fb_1077,2025-01-26 01:06:01.026996,"Can't find what I'm looking for, navigation is confusing.",Negative
fb_1078,2025-09-22 05:06:01.026996,"Great experience, will buy again.",Positive
fb_1079,2025-03-13 08:06:01.026996,The customer service was excellent!,Positive
fb_1080,2025-01-16 12:06:01.026996,I haven't used the support team yet.,Neutral
fb_1081,2024-12-05 08:06:01.026996,The customer service was excellent!,Positive
fb_1082,2025-08-18 06:06:01.026996,"I love this product, it works perfectly.",Positive
fb_1083,2024-11-25 07:06:01.026996,,Negative
fb_1084,2025-10-25 07:06:01.026996,"Great experience, will buy again.",Positive
fb_1085,2025-04-24 06:06:01.026996,"I love this product, it works perfectly.",Positive
fb_1086,2025-07-26 04:06:01.026996,Product broke after one use. ##TERRIBLE,Negative
fb_1087,2024-11-09 21:06:01.026996,The customer service was excellent!,Positive
fb_1088,2025-10-10 15:06:01.026996,"Great experience, will buy again.",Positive
fb_1089,2024-12-11 07:06:01.026996,Product broke after one use. ##TERRIBLE,Negative
fb_1090,2025-08-13 17:06:01.026996,Shipping time was average.,Neutral
fb_1091,2025-09-25 21:06:01.026996,"Great experience, will buy again.",Positive
fb_1092,2025-10-10 09:06:01.026996,The website is #awful and slow.,Negative
fb_1093,2025-01-25 08:06:01.026996,Very satisfied with the quick delivery.,Positive
fb_1094,2025-01-24 10:06:01.026996,Very satisfied with the quick delivery.,Positive
fb_1095,2025-04-16 11:06:01.026996,The website is #awful and slow.,Negative
fb_1096,2025-10-10 04:06:01.026996,Very satisfied with the quick delivery.,Positive
fb_1097,2025-02-06 22:06:01.026996,The app is so easy to use and very fast.,Positive
fb_1098,2025-10-24 16:06:01.026996,I am very unhappy with the support team.,Negative
fb_1099,2025-08-17 13:06:01.026996,The customer service was excellent!,Positive
fb_1100,2025-07-08 21:06:01.026996,The price is fair for what you get.,Neutral
fb_1101,2025-01-13 06:06:01.026996,I am very unhappy with the support team.,Negative
fb_1102,2025-05-21 05:06:01.026996,"I love this product, it works perfectly.",Positive
fb_1103,2025-10-15 18:06:01.026996,The customer service was excellent!,Positive
fb_1104,2025-10-23 09:06:01.026996,"Can't find what I'm looking for, navigation is confusing.",Negative
fb_1105,2025-03-25 11:06:01.026996,"I love this product, it works perfectly.",Positive
fb_1106,2025-07-29 07:06:01.026996,Very satisfied with the quick delivery.,Positive
fb_1107,2025-01-31 12:06:01.026996,I am very unhappy with the support team.,Negative
fb_1108,2025-08-15 01:06:01.026996,"Great experience, will buy again.",Positive
fb_1109,2025-04-27 16:06:01.026996,The app is so easy to use and very fast.,Positive
fb_1110,2025-06-22 22:06:01.026996,"The new update is fine, no major changes.",Neutral
fb_1111,2025-07-04 00:06:01.026996,Very satisfied with the quick delivery.,Positive
fb_1112,2025-06-28 03:06:01.026996,The app is so easy to use and very fast.,Positive
fb_1113,2025-03-09 19:06:01.026996,My order arrived late and was damaged.,Negative
fb_1114,2025-07-16 16:06:01.026996,The customer service was excellent!,Positive
fb_1115,2025-07-08 02:06:01.026996,The customer service was excellent!,Positive
fb_1116,2024-12-19 05:06:01.026996,My order arrived late and was damaged.,Negative
fb_1117,2025-03-20 11:06:01.026996,"Great experience, will buy again.",Positive
fb_1118,2024-11-04 16:06:01.026996,,Positive
fb_1119,2025-06-17 04:06:01.026996,My order arrived late and was damaged.,Negative
fb_1120,2025-09-17 01:06:01.026996,Shipping time was average.,Neutral
fb_1121,2025-06-27 19:06:01.026996,"I love this product, it works perfectly.",Positive
fb_1122,2024-11-12 12:06:01.026996,The website is #awful and slow.,Negative
fb_1123,2025-02-20 11:06:01.026996,The customer service was excellent!,Positive
fb_1124,2025-02-15 19:06:01.026996,Very satisfied with the quick delivery.,Positive
fb_1125,2025-01-13 02:06:01.026996,"Can't find what I'm looking for, navigation is confusing.",Negative
fb_1126,2025-02-24 15:06:01.026996,"I love this product, it works perfectly.",Positive
fb_1127,2025-01-04 16:06:01.026996,The customer service was excellent!,Positive
fb_1128,2025-01-16 07:06:01.026996,My order arrived late and was damaged.,Negative
fb_1129,2024-12-29 11:06:01.026996,The customer service was excellent!,Positive
fb_1130,2024-12-09 14:06:01.026996,"The new update is fine, no major changes.",Neutral
fb_1131,2025-07-01 15:06:01.026996,My order arrived late and was damaged.,Negative
fb_1132,2025-03-30 01:06:01.026996,"I love this product, it works perfectly.",Positive
fb_1133,2025-04-29 02:06:01.026996,"Great experience, will buy again.",Positive
fb_1134,2025-10-03 04:06:01.026996,My order arrived late and was damaged.,Negative
fb_1135,2025-03-30 01:06:01.026996,"I love this product, it works perfectly.",Positive
fb_1136,2025-09-02 13:06:01.026996,The app is so easy to use and very fast.,Positive
fb_1137,2025-07-02 23:06:01.026996,My order arrived late and was damaged.,Negative
fb_1138,2025-01-27 07:06:01.026996,Very satisfied with the quick delivery.,Positive
fb_1139,2025-10-28 03:06:01.026996,Very satisfied with the quick delivery.,Positive
fb_1140,2025-02-20 13:06:01.026996,The price is fair for what you get.,Neutral
fb_1141,2025-05-19 22:06:01.026996,"Great experience, will buy again.",Positive
fb_1142,2025-08-09 00:06:01.026996,Very satisfied with the quick delivery.,Positive
fb_1143,2025-10-30 14:06:01.026996,Product broke after one use. ##TERRIBLE,Negative
fb_1144,2025-06-15 06:06:01.026996,"I love this product, it works perfectly.",Positive
fb_1145,2025-05-19 06:06:01.026996,Very satisfied with the quick delivery.,Positive
fb_1146,2025-06-22 18:06:01.026996,My order arrived late and was damaged.,Negative
fb_1147,2025-07-05 02:06:01.026996,The customer service was excellent!,Positive
fb_1148,2025-05-30 00:06:01.026996,The app is so easy to use and very fast.,Positive
fb_1149,2025-07-25 13:06:01.026996,The website is #awful and slow.,Negative
fb_1150,2025-06-11 05:06:01.026996,I haven't used the support team yet.,Neutral
fb_1151,2025-01-12 05:06:01.026996,The app is so easy to use and very fast.,Positive
fb_1152,2025-04-05 04:06:01.026996,The website is #awful and slow.,Negative
fb_1153,2024-12-21 00:06:01.026996,The customer service was excellent!,Positive
fb_1154,2024-12-19 04:06:01.026996,"Great experience, will buy again.",Positive
fb_1155,2025-01-01 09:06:01.026996,"Can't find what I'm looking for, navigation is confusing.",Negative
fb_1156,2025-02-19 17:06:01.026996,"I love this product, it works perfectly.",Positive
fb_1157,2024-12-13 15:06:01.026996,The app is so easy to use and very fast.,Positive
fb_1158,2025-08-12 18:06:01.026996,"Can't find what I'm looking for, navigation is confusing.",Negative
fb_1159,2024-12-31 10:06:01.026996,The customer service was excellent!,Positive
fb_1160,2024-11-30 15:06:01.026996,Shipping time was average.,Neutral
fb_1161,2024-11-12 17:06:01.026996,My order arrived late and was damaged.,Negative
fb_1162,2024-11-28 08:06:01.026996,"Great experience, will buy again.",Positive
fb_1163,2025-07-01 04:06:01.026996,"Great experience, will buy again.",Positive
fb_1164,2025-02-11 20:06:01.026996,"Can't find what I'm looking for, navigation is confusing.",Negative
fb_1165,2025-04-05 02:06:01.026996,The customer service was excellent!,Positive
fb_1166,2024-12-20 07:06:01.026996,"Great experience, will buy again.",Positive
fb_1167,2025-01-16 10:06:01.026996,My order arrived late and was damaged.,Negative
fb_1168,2025-09-05 19:06:01.026996,"Great experience, will buy again.",Positive
fb_1169,2025-10-14 08:06:01.026996,"I love this product, it works perfectly.",Positive
fb_1170,2024-12-11 23:06:01.026996,The price is fair for what you get.,Neutral
fb_1171,2025-05-02 02:06:01.026996,The app is so easy to use and very fast.,Positive
fb_1172,2025-03-19 04:06:01.026996,The customer service was excellent!,Positive
fb_1173,2025-06-27 09:06:01.026996,My order arrived late and was damaged.,Negative
fb_1174,2025-07-02 02:06:01.026996,The app is so easy to use and very fast.,Positive
fb_1175,2025-06-12 12:06:01.026996,"I love this product, it works perfectly.",Positive
fb_1176,2025-01-08 17:06:01.026996,The website is #awful and slow.,Negative
fb_1177,2025-03-02 18:06:01.026996,"I love this product, it works perfectly.",Positive
fb_1178,2025-08-15 21:06:01.026996,The app is so easy to use and very fast.,Positive
fb_1179,2025-09-04 05:06:01.026996,Product broke after one use. ##TERRIBLE,Negative
fb_1180,2025-10-27 22:06:01.026996,I haven't used the support team yet.,Neutral
fb_1181,2025-10-28 17:06:01.026996,The app is so easy to use and very fast.,Positive
fb_1182,2024-12-27 08:06:01.026996,"Can't find what I'm looking for, navigation is confusing.",Negative
fb_1183,2025-09-13 07:06:01.026996,"Can't find what I'm looking for, navigation is confusing.",Positive
fb_1184,2025-07-03 00:06:01.026996,The customer service was excellent!,Positive
fb_1185,2025-05-30 12:06:01.026996,Product broke after one use. ##TERRIBLE,Negative
fb_1186,2025-05-12 15:06:01.026996,Product broke after one use. ##TERRIBLE,Positive
fb_1187,2025-03-29 02:06:01.026996,Very satisfied with the quick delivery.,Positive
fb_1188,2025-01-29 22:06:01.026996,My order arrived late and was damaged.,Negative
fb_1189,2025-06-03 05:06:01.026996,The customer service was excellent!,Positive
fb_1190,2025-09-13 11:06:01.026996,"The product is okay, it does the job.",Neutral
fb_1191,2025-04-19 23:06:01.026996,My order arrived late and was damaged.,Negative
fb_1192,2025-07-15 10:06:01.026996,Very satisfied with the quick delivery.,Positive
fb_1193,2025-02-21 18:06:01.026996,Very satisfied with the quick delivery.,Positive
fb_1194,2025-10-18 03:06:01.026996,My order arrived late and was damaged.,Negative
fb_1195,2025-06-19 14:06:01.026996,Very satisfied with the quick delivery.,Positive
fb_1196,2025-03-17 06:06:01.026996,Very satisfied with the quick delivery.,Positive
fb_1197,2025-10-28 20:06:01.026996,Product broke after one use. ##TERRIBLE,Negative
fb_1198,2025-07-26 23:06:01.026996,Very satisfied with the quick delivery.,Positive
fb_1199,2024-11-01 22:06:01.026996,The customer service was excellent!,Positive
